Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,FDP10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12809,19,107.0622,3.8
Low Fat,DRE12,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07078,4.59,114.586,3.8
Regular,FDX12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02606,18.2,241.8196,3.8
Regular,FDL51,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04749,20.7,213.9876,3.8
Regular,FDW43,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02243,20.1,226.3036,3.8
Regular,FDM15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05742,11.8,149.9366,3.8
Regular,FDM45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.08819,8.655,119.6756,3.8
Regular,FDR22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01856,19.35,110.5544,3.8
reg,FDP52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07069,18.7,230.201,3.8
LF,NCY41,Health and Hygiene,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.07589,16.75,37.6532,3.8
LF,NCK42,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01315,7.475,214.5192,3.8
LF,FDG24,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.01471,7.975,83.125,3.8
LF,NCD31,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.01552,12.1,165.8526,3.8
Low Fat,FDW35,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01111,10.6,43.8454,3.8
Low Fat,FDT59,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01594,13.65,231.9668,3.8
Low Fat,FDY27,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03196,6.38,178.0344,3.8
Low Fat,FDU02,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.10272,13.35,228.8352,3.8
Low Fat,NCU53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.04284,5.485,163.7842,3.8
Low Fat,NCZ29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.07152,15,127.7362,3.8
Low Fat,NCJ18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.16427,12.35,119.8124,3.8
Low Fat,NCH07,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.09285,13.15,158.7604,3.8
Low Fat,NCO42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02471,21.25,145.1102,3.8
Low Fat,NCL19,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01571,15.35,143.447,3.8
Low Fat,FDE22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02963,9.695,159.692,3.8
Low Fat,FDN10,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.04622,11.5,120.3124,3.8
Low Fat,FDK34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0386,13.35,236.3564,3.8
Low Fat,FDM10,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.07613,18.25,214.0218,3.8
Low Fat,FDT60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.07598,12,124.1388,3.8
Low Fat,FDU48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.05567,18.85,133.3284,3.8
Low Fat,FDM13,Breakfast,2020,OUT017,Tier 2,Small,Supermarket Type1,0.06353,6.425,133.0626,3.8
Low Fat,FDW37,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.12475,19.2,90.9488,3.8
Low Fat,FDW49,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.08302,19.5,180.2002,3.8
Low Fat,FDD04,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.09048,16,142.4154,3.8
Low Fat,FDZ20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0345,16.1,255.7356,3.8
Low Fat,FDM56,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.07059,16.7,107.9912,3.8
Low Fat,NCO41,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.01896,12.5,100.1384,3.8
Low Fat,NCH07,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.09319,13.15,158.1604,3.8
Low Fat,NCC18,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.17827,19.1,172.4422,3.8
Low Fat,FDK55,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.02591,18.5,87.7172,3.8
Low Fat,NCN55,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.05983,14.6,239.2538,3.8
Low Fat,NCQ38,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.01344,16.35,104.528,3.8
Low Fat,FDT46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.03098,11.35,51.9008,3.8
Low Fat,FDN10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.04638,11.5,118.9124,3.8
Low Fat,FDA10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.14262,20.35,123.2072,3.8
Low Fat,FDA34,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.01494,11.5,171.808,3.8
Low Fat,FDE59,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.06264,12.15,36.6532,3.8
Regular,FDS36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.04698,8.38,108.157,3.8
Regular,FDI12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.1006,9.395,88.3856,3.8
Regular,FDX36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.12854,9.695,226.5404,3.8
Regular,FDH60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0,19.7,197.911,3.8
Regular,FDS59,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.04398,14.8,110.657,3.8
Regular,FDK25,Breakfast,2015,OUT045,Tier 2,High,Supermarket Type1,0.15715,11.6,168.2474,3.8
Regular,FDH50,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.16176,15,185.9266,3.8
Regular,FDR55,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.13235,12.15,190.3872,3.8
Regular,FDZ39,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.01806,19.7,102.599,3.8
Regular,FDE10,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.09013,6.67,131.4626,3.8
Regular,FDM45,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.08837,8.655,119.3756,3.8
Regular,FDF34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.01405,9.3,196.5084,3.8
Regular,FDY60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.02652,10.5,144.8128,3.8
Regular,FDB04,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,0.06358,11.35,89.4856,3.8
Regular,FDH52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.04415,9.42,61.5194,3.8
Regular,FDX52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.04224,11.5,194.982,3.8
Regular,FDR44,Fruits and Vegetables,2020,OUT017,Tier 2,High,Supermarket Type1,0.1035,6.11,129.6968,3.8
Regular,FDV20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,20.2,129.0678,3.8
Regular,FDV27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.04022,7.97,90.4514,3.8
Regular,FDI34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.08562,10.65,229.3668,3.8
LF,FDW58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00755,20.75,107.1622,3.8
Low Fat,FDU36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04626,6.15,97.8384,3.8
Low Fat,FDB60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02852,9.3,194.6136,3.8
Low Fat,FDI26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03488,5.94,177.9344,3.8
Low Fat,FDR49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.1392,8.71,46.1376,3.8
Low Fat,FDY13,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03012,12.1,78.067,3.8
Low Fat,FDT02,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02419,12.6,34.4874,3.8
Low Fat,NCP18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02859,12.15,151.0708,3.8
Low Fat,NCX18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00879,14.15,195.011,3.8
Low Fat,NCB43,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09989,20.2,187.6898,3.8
Low Fat,FDE47,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0379,14.15,126.3046,3.8
Regular,FDS36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04688,8.38,109.857,3.8
Regular,FDM12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0699,16.7,188.6214,3.8
Regular,FDB26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03126,14,52.564,3.8
Regular,FDH56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06381,9.8,117.3492,3.8
Regular,FDU31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02499,10.5,216.7508,3.8
Regular,FDG10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01094,6.63,55.8588,3.8
Regular,FDS58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021,9.285,161.1578,3.8
Regular,DRM49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.15193,6.11,46.6086,3.8
low fat,NCS42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0694,8.6,91.2146,3.8
Low Fat,FDU23,Breads,2011,OUT010,Tier 3,Medium,Grocery Store,0.03636,12.15,166.0184,3.8
Low Fat,FDX01,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.04045,10.1,118.115,3.8
Low Fat,FDA43,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.10825,10.895,194.8794,3.8
Low Fat,NCN29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.02028,15.2,49.1034,3.8
Low Fat,NCZ30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.04383,6.59,121.4098,3.8
Low Fat,NCH30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.1124,17.1,112.986,3.8
Low Fat,FDL46,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.09048,20.35,119.5466,3.8
Regular,FDE17,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0,20.1,152.2366,3.8
Regular,FDQ08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.03169,15.7,63.1536,3.8
Regular,FDT32,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.10986,19,188.8214,3.8
Regular,FDM09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.14383,11.15,169.979,3.8
Regular,FDD10,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.07703,20.6,177.2344,3.8
reg,FDS21,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.03494,19.85,61.9194,3.8
LF,FDW49,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.08248,19.5,179.2002,3.8
Low Fat,FDW11,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.04874,12.6,60.4194,3.8
Low Fat,FDH27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.0583,7.075,145.8128,3.8
Low Fat,FDU07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.0598,11.1,151.8366,3.8
Low Fat,FDI32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.17423,17.7,117.1834,3.8
Low Fat,DRK23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.07192,8.395,254.804,3.8
Low Fat,NCJ17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.15243,7.68,85.5224,3.8
Low Fat,NCY29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.07717,13.65,55.593,3.8
Low Fat,NCO54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.01426,19.5,57.1614,3.8
Low Fat,NCN19,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.01209,13.1,189.853,3.8
Low Fat,NCQ38,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.01336,16.35,105.528,3.8
Regular,FDZ36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06573,6.035,188.324,3.8
Regular,FDL24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.02488,10.3,173.0422,3.8
Regular,FDV60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0,20.2,197.211,3.8
Regular,FDJ38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.04017,8.6,188.553,3.8
Regular,FDD38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.00818,16.75,101.2674,3.8
Regular,FDD40,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.01478,20.25,193.8162,3.8
Regular,FDS16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.06612,15.15,145.676,3.8
Regular,FDY03,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.07606,17.6,111.8202,3.8
Regular,FDO09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.12517,13.5,261.491,3.8
Regular,FDV22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.00993,14.85,157.463,3.8
LF,FDW35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01113,10.6,42.8454,3.8
Low Fat,FDH24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02152,20.7,157.5288,3.8
Low Fat,FDA38,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02558,5.44,239.1538,3.8
Low Fat,FDB51,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03861,6.92,61.4852,3.8
Low Fat,FDV02,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06079,16.75,170.4106,3.8
Low Fat,FDX50,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07493,20.1,108.9228,3.8
Low Fat,FDR26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04301,20.7,177.2028,3.8
Low Fat,FDP04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01387,15.35,62.5168,3.8
Low Fat,FDI52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1051,18.7,121.7072,3.8
Low Fat,NCO17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07368,10,120.944,3.8
Low Fat,NCK53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03773,11.6,98.1042,3.8
Low Fat,NCL41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04191,12.35,36.2216,3.8
Low Fat,NCD42,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01269,16.5,39.7506,3.8
Low Fat,NCX17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11407,21.25,233.03,3.8
Low Fat,NCP02,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04499,7.105,59.2562,3.8
Low Fat,NCC55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06402,10.695,36.0848,3.8
Low Fat,FDK15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09881,10.8,100.5042,3.8
Low Fat,NCO43,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04729,5.5,100.5016,3.8
Low Fat,FDQ34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.1629,10.85,104.9622,3.8
Low Fat,FDB59,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01534,18.25,200.0084,3.8
Low Fat,DRA12,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04111,11.6,142.0154,3.8
Low Fat,DRH49,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02476,19.7,83.8592,3.8
Regular,FDZ36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06605,6.035,187.724,3.8
Regular,FDB49,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03027,8.3,98.5384,3.8
Regular,FDU49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03082,19.5,86.054,3.8
Regular,FDX27,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11458,20.7,94.3436,3.8
Regular,FDQ31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05407,5.785,87.0856,3.8
Regular,FDG08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.16603,13.15,170.8764,3.8
Regular,FDO19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01666,17.7,47.9034,3.8
LF,FDI20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03838,,211.5586,3.8
Low Fat,FDX24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01386,,94.4462,3.8
Low Fat,FDO50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07779,,93.0804,3.8
Low Fat,FDV49,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0257,,262.6226,3.8
Low Fat,FDD29,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01832,,255.3698,3.8
Low Fat,FDE09,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0215,,111.5228,3.8
Low Fat,FDJ32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05751,,62.5536,3.8
Low Fat,FDN32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01549,,185.6266,3.8
Low Fat,FDZ56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02561,,168.2474,3.8
Low Fat,DRI23,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.13653,,159.6578,3.8
Low Fat,DRL47,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03855,,127.5362,3.8
Low Fat,NCB07,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07713,,197.411,3.8
Low Fat,NCF42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.16657,,176.1712,3.8
Low Fat,NCK06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0086,,123.1756,3.8
Low Fat,NCM07,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03977,,83.9908,3.8
Low Fat,NCO02,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07301,,67.5142,3.8
Low Fat,FDI57,Seafood,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05376,,195.7768,3.8
Low Fat,FDE46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01569,,150.7366,3.8
Regular,FDJ36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.12764,,104.5332,3.8
Regular,FDB38,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02721,,159.692,3.8
Regular,FDD26,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07181,,186.5924,3.8
Regular,FDR01,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05336,,200.1742,3.8
Regular,FDR25,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.13885,,263.7884,3.8
Regular,FDN03,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01502,,248.6408,3.8
Regular,FDR27,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09564,,130.7942,3.8
Regular,FDU51,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09605,,178.7028,3.8
Regular,FDX39,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04944,,209.7586,3.8
Regular,FDT09,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0122,,133.2284,3.8
low fat,FDQ20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02964,,40.8138,3.8
Regular,FDX07,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0,19.2,182.095,3.7
Low Fat,FDO23,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0,17.85,93.1436,3.7
Regular,FDX10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.12311,,36.9874,3.7
Regular,FDL12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12163,15.85,60.622,3.7
Low Fat,FDY21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.17348,15.1,194.511,3.7
Low Fat,NCP18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02846,,149.9708,3.7
Regular,DRB48,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.02483,16.75,38.7822,3.7
Low Fat,NCO26,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07686,7.235,116.0492,3.7
Low Fat,FDA45,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.15535,21.25,178.237,3.7
Low Fat,FDR07,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07737,,97.0094,3.7
Low Fat,NCB30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02558,,198.8084,3.7
reg,FDX49,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.10134,,232.63,3.7
Regular,FDS45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.05164,,107.3622,3.7
Low Fat,FDY59,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03145,8.195,94.3462,3.7
Regular,FDW43,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02246,20.1,226.8036,3.7
Low Fat,NCM07,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03995,9.395,82.4908,3.7
Low Fat,NCM55,Others,2011,OUT010,Tier 3,Medium,Grocery Store,0.11169,15.6,184.7924,3.7
Regular,FDK20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04162,12.6,124.0072,3.7
Low Fat,DRK23,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07227,8.395,254.104,3.7
Regular,FDX33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.11692,,159.4578,3.7
Regular,FDY02,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,8.945,264.791,3.7
Low Fat,FDD50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14164,18.85,168.1132,3.7
Low Fat,FDK34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.03849,13.35,240.2564,3.7
Regular,FDE35,Starchy Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.07348,7.06,58.8904,3.7
Regular,FDS21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02096,19.85,62.0194,3.7
Low Fat,FDQ56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10558,6.59,85.6908,3.7
Low Fat,FDH10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.04926,21,195.0478,3.7
Low Fat,FDR14,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.17503,11.65,55.5298,3.7
Low Fat,FDO13,Breakfast,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.06141,7.865,166.3526,3.7
Low Fat,FDZ56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.02572,16.25,168.1474,3.7
LF,FDK40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02188,7.035,263.791,3.7
LF,FDQ16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0418,19.7,110.3912,3.7
LF,FDY31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04363,5.98,148.2418,3.7
Low Fat,FDW36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05702,11.15,106.8622,3.7
Low Fat,FDV50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12276,14.3,124.373,3.7
Low Fat,FDC41,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.1171,15.6,78.067,3.7
Low Fat,DRN59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06424,15,45.206,3.7
Low Fat,NCN05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01448,8.235,182.295,3.7
Low Fat,NCS53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08992,14.5,160.3604,3.7
Low Fat,NCD07,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05551,9.1,112.5518,3.7
Low Fat,NCC07,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02399,19.6,104.5964,3.7
Low Fat,FDH34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03114,8.63,183.9582,3.7
Low Fat,FDP58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.1,220.7482,3.7
Low Fat,FDS57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.1036,15.5,143.547,3.7
Low Fat,FDB59,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0153,18.25,198.0084,3.7
Regular,FDK60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09401,16.5,95.2068,3.7
Regular,FDO01,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02075,21.1,128.7994,3.7
Regular,FDR32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,6.78,227.5694,3.7
Regular,FDT32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06574,19,189.6214,3.7
Regular,DRB13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00706,6.115,188.653,3.7
Low Fat,FDN24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.19832,,54.3956,3.7
Low Fat,FDB09,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.10049,,123.1046,3.7
Low Fat,NCE19,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.16286,,54.5956,3.7
Low Fat,NCQ30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.0509,,120.5414,3.7
